sheet_index,project_index,project_acc_bioprj,biosample_acc_sra,run_acc_sra,sampleEnteredBy,collectorList,materialSampleID,genus,specificEpithet,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,georeferenceProtocol,habitat,microHabitat,environmentalMedium,yearCollected,monthCollected,dayCollected,establishmentMeans,permitInformation,associatedReferences,preservative,derivedGeneticDataType,derivedGeneticDataURI,derivedGeneticDataFormat,derivedGeneticDataFilename,derivedGeneticDataRemarks,phylum,class,order,family,colloquialName,nomenclaturalCode,scientificNameID,infraspecies,lifeStage,sex,otherCatalogNumbers,associatedMedia,samplingProtocol,tissueType,continentOcean,island,maximumDepthInMeters,maximumElevationInMeters,minimumDepthInMeters,minimumElevationInMeters,stateProvince,landOwner,library_selection_sra,library_strat_sra,read_type_sra,sequencing_platform,instrument_model,study_acc_sra,experiment_acc_sra,package_biosamp,dataset_id
0001,M0066,PRJNA563695,SAMN12685932,SRR10062055,Sofia Beskid,Michelle Stuart,APCL13_528_L0666,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,2,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795756,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2584,M0066,PRJNA563695,SAMN12746947,SRR10117918,Sofia Beskid,Michelle Stuart,APCL17_456_L4929,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,6,5,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847755,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2585,M0066,PRJNA563695,SAMN12686405,SRR10062192,Sofia Beskid,Michelle Stuart,APCL13_639_L1724,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,4,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796282,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2586,M0066,PRJNA563695,SAMN12747428,SRR10118603,Sofia Beskid,Michelle Stuart,APCL16_768_L5446,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,9,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848289,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2587,M0066,PRJNA563695,SAMN12686168,SRR10061793,Sofia Beskid,Michelle Stuart,APCL14_450_L0936,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,24,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796018,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2588,M0066,PRJNA563695,SAMN12685843,SRR10061482,Sofia Beskid,Michelle Stuart,APCL13_060_L0420,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,23,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795657,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2589,M0066,PRJNA563695,SAMN12686368,SRR10062234,Sofia Beskid,Michelle Stuart,APCL14_225_L1289,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796240,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2590,M0066,PRJNA563695,SAMN12743323,SRR10115147,Sofia Beskid,Michelle Stuart,APCL18_177_L3846,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,11,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844763,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2591,M0066,PRJNA563695,SAMN12686369,SRR10062233,Sofia Beskid,Michelle Stuart,APCL14_034_L1290,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,12,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796241,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2592,M0066,PRJNA563695,SAMN12747463,SRR10118581,Sofia Beskid,Michelle Stuart,APCL17_349_L5484,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848311,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2593,M0066,PRJNA563695,SAMN12686694,SRR10061504,Sofia Beskid,Michelle Stuart,APCL14_380_L2558,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,23,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795635,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2594,M0066,PRJNA563695,SAMN12747151,SRR10118363,Sofia Beskid,Michelle Stuart,APCL16_414_L5145,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847982,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2595,M0066,PRJNA563695,SAMN12742625,SRR10114567,Sofia Beskid,Michelle Stuart,APCL15_404526_L2794,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844008,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2596,M0066,PRJNA563695,SAMN12743193,SRR10114811,Sofia Beskid,Michelle Stuart,APCL16_683_L3709,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,6,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844436,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2597,M0066,PRJNA563695,SAMN12747438,SRR10118592,Sofia Beskid,Michelle Stuart,APCL16_780_L5456,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848300,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2598,M0066,PRJNA563695,SAMN12743301,SRR10115171,Sofia Beskid,Michelle Stuart,APCL18_244_L3822,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844739,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2599,M0066,PRJNA563695,SAMN12742482,SRR10114789,Sofia Beskid,Michelle Stuart,APCL15_407297_L2637,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,11,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844458,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2600,M0066,PRJNA563695,SAMN12747551,SRR10118146,Sofia Beskid,Michelle Stuart,APCL18_721_L5615,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,4,9,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847527,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2601,M0066,PRJNA563695,SAMN12743397,SRR10115065,Sofia Beskid,Michelle Stuart,APCL18_381_L3930,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844845,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2602,M0066,PRJNA563695,SAMN12686131,SRR10061834,Sofia Beskid,Michelle Stuart,APCL14_065_L0895,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795977,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2603,M0066,PRJNA563695,SAMN12743169,SRR10114838,Sofia Beskid,Michelle Stuart,APCL17_293_L3677,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844409,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2604,M0066,PRJNA563695,SAMN12742681,SRR10114505,Sofia Beskid,Michelle Stuart,APCL15_368862_L2853,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844070,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2605,M0066,PRJNA563695,SAMN12686026,SRR10061950,Sofia Beskid,Michelle Stuart,APCL14_432_L0763,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,24,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795861,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2606,M0066,PRJNA563695,SAMN12742870,SRR10114968,Sofia Beskid,Michelle Stuart,APCL15_123_L3093,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,9,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844279,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2607,M0066,PRJNA563695,SAMN12742575,SRR10114623,Sofia Beskid,Michelle Stuart,APCL15_356312_L2741,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,5,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6843952,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2608,M0066,PRJNA563695,SAMN12686153,SRR10061810,Sofia Beskid,Michelle Stuart,APCL14_060_L0921,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,12,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796001,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2609,M0066,PRJNA563695,SAMN12686408,SRR10062189,Sofia Beskid,Michelle Stuart,APCL12_022_L1733,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,6,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796285,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2610,M0066,PRJNA563695,SAMN12742516,SRR10115075,Sofia Beskid,Michelle Stuart,APCL15_130_L2675,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,11,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844835,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2611,M0066,PRJNA563695,SAMN12746930,SRR10117936,Sofia Beskid,Michelle Stuart,APCL17_432_L4911,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,6,4,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847737,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2612,M0066,PRJNA563695,SAMN12742698,SRR10114487,Sofia Beskid,Michelle Stuart,APCL15_143_L2872,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844088,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2613,M0066,PRJNA563695,SAMN12743344,SRR10115123,Sofia Beskid,Michelle Stuart,APCL18_303_L3867,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,15,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844787,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2614,M0066,PRJNA563695,SAMN12743187,SRR10114818,Sofia Beskid,Michelle Stuart,APCL16_690_L3702,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844429,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2615,M0066,PRJNA563695,SAMN12685791,SRR10061638,Sofia Beskid,Michelle Stuart,APCL13_329_L0354,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795501,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2616,M0066,PRJNA563695,SAMN12685790,SRR10061649,Sofia Beskid,Michelle Stuart,APCL13_326_L0353,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795490,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2617,M0066,PRJNA563695,SAMN12686032,SRR10061944,Sofia Beskid,Michelle Stuart,APCL14_044_L0771,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,12,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795867,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2618,M0066,PRJNA563695,SAMN12747167,SRR10118345,Sofia Beskid,Michelle Stuart,APCL16_435_L5162,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848000,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2619,M0066,PRJNA563695,SAMN12686157,SRR10061805,Sofia Beskid,Michelle Stuart,APCL14_101_L0925,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796006,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2620,M0066,PRJNA563695,SAMN12686159,SRR10061803,Sofia Beskid,Michelle Stuart,APCL14_141_L0927,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,16,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796008,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2621,M0066,PRJNA563695,SAMN12746800,SRR10117999,Sofia Beskid,Michelle Stuart,APCL18_584_L4080,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847674,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2622,M0066,PRJNA563695,SAMN12747418,SRR10118614,Sofia Beskid,Michelle Stuart,APCL16_757_L5435,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,9,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848278,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2623,M0066,PRJNA563695,SAMN12685913,SRR10062076,Sofia Beskid,Michelle Stuart,APCL14_327_L0635,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,24,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795735,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2624,M0066,PRJNA563695,SAMN12742642,SRR10114548,Sofia Beskid,Michelle Stuart,APCL15_363411_L2811,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,4,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844027,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2625,M0066,PRJNA563695,SAMN12747018,SRR10118511,Sofia Beskid,Michelle Stuart,APCL16_238_L5005,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,21,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847834,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2626,M0066,PRJNA563695,SAMN12747169,SRR10118343,Sofia Beskid,Michelle Stuart,APCL16_437_L5164,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848002,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2627,M0066,PRJNA563695,SAMN12747112,SRR10118406,Sofia Beskid,Michelle Stuart,APCL16_358_L5102,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847939,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2628,M0066,PRJNA563695,SAMN12742949,SRR10114898,Sofia Beskid,Michelle Stuart,APCL16_164_L3300,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,17,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844349,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2629,M0066,PRJNA563695,SAMN12686134,SRR10061830,Sofia Beskid,Michelle Stuart,APCL14_075_L0898,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795981,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
2630,M0066,PRJNA563695,SAMN12746780,SRR10118022,Sofia Beskid,Michelle Stuart,APCL18_556_L4055,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,25,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847651,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
