"sheet_index","project_index","project_acc_bioprj","biosample_acc_sra","run_acc_sra","sampleEnteredBy","collectorList","materialSampleID","genus","specificEpithet","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","country","georeferenceProtocol","habitat","microHabitat","environmentalMedium","yearCollected","monthCollected","dayCollected","establishmentMeans","permitInformation","associatedReferences","preservative","derivedGeneticDataType","derivedGeneticDataURI","derivedGeneticDataFormat","derivedGeneticDataFilename","derivedGeneticDataRemarks","phylum","class","order","family","colloquialName","nomenclaturalCode","scientificNameID","infraspecies","lifeStage","sex","otherCatalogNumbers","associatedMedia","samplingProtocol","tissueType","continentOcean","island","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","stateProvince","landOwner","library_selection_sra","library_strat_sra","read_type_sra","sequencing_platform","instrument_model","study_acc_sra","experiment_acc_sra","package_biosamp","dataset_id","ligation_id.x","sample_id.x","site.x","date_time.x","gps.x","year.x","month.x","day.x","hour.x","minute.x","lat.x","lon.x","ligation_id.y","sample_id.y","site.y","date_time.y","gps.y","year.y","month.y","day.y","hour.y","minute.y","lat.y","lon.y"
2224,"M0066","PRJNA563695","SAMN12747020","SRR10118508","Sofia Beskid","Michelle Stuart","APCL16_240_L5007","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847837","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5007","APCL16_240","Wangag",2016-05-21 03:03:00,3,2016,5,21,3,3,10.87161050645,124.714082081325,"L5007","APCL16_240","Wangag",2016-05-21 03:03:00,3,2016,5,21,3,3,10.87161050645,124.714082081325
2225,"M0066","PRJNA563695","SAMN12747371","SRR10118665","Sofia Beskid","Michelle Stuart","APCL16_695_L5380","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848227","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5380","APCL16_695","Sitio Baybayon",2016-06-07 02:00:00,4,2016,6,7,2,0,10.6327002402,124.776695589525,"L5380","APCL16_695","Sitio Baybayon",2016-06-07 02:00:00,4,2016,6,7,2,0,10.6327002402,124.776695589525
2226,"M0066","PRJNA563695","SAMN12743383","SRR10115080","Sofia Beskid","Michelle Stuart","APCL18_358_L3916","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844830","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3916","APCL18_358","Palanas",2018-03-17 02:29:00,4,2018,3,17,2,29,10.87466200115,124.71065878635,"L3916","APCL18_358","Palanas",2018-03-17 02:29:00,4,2018,3,17,2,29,10.87466200115,124.71065878635
2227,"M0066","PRJNA563695","SAMN12685904","SRR10062085","Sofia Beskid","Michelle Stuart","APCL14_544_L0621","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795726","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0621","APCL14_544","S. Magbangon",2014-07-02 03:52:00,1,2014,7,2,3,52,10.8584105,124.72428975,"L0621","APCL14_544","S. Magbangon",2014-07-02 03:52:00,1,2014,7,2,3,52,10.8584105,124.72428975
2228,"M0066","PRJNA563695","SAMN12747176","SRR10118335","Sofia Beskid","Michelle Stuart","APCL16_445_L5171","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848010","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5171","APCL16_445","N. Magbangon",2016-06-02 01:58:00,3,2016,6,2,1,58,10.859760842275,124.7227315977,"L5171","APCL16_445","N. Magbangon",2016-06-02 01:58:00,3,2016,6,2,1,58,10.859760842275,124.7227315977
2229,"M0066","PRJNA563695","SAMN12747120","SRR10118397","Sofia Beskid","Michelle Stuart","APCL16_368_L5112","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847948","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5112","APCL16_368","N. Magbangon",2016-05-30 02:36:00,3,2016,5,30,2,36,10.8618701063,124.72122128355,"L5112","APCL16_368","N. Magbangon",2016-05-30 02:36:00,3,2016,5,30,2,36,10.8618701063,124.72122128355
2230,"M0066","PRJNA563695","SAMN12743145","SRR10115273","Sofia Beskid","Michelle Stuart","APCL16_065_L3627","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844637","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3627","APCL16_065","Palanas",2016-05-13 07:24:00,3,2016,5,13,7,24,10.8738160995,124.710823763175,"L3627","APCL16_065","Palanas",2016-05-13 07:24:00,3,2016,5,13,7,24,10.8738160995,124.710823763175
2231,"M0066","PRJNA563695","SAMN12747288","SRR10118758","Sofia Beskid","Michelle Stuart","APCL16_600_L5292","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848134","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5292","APCL16_600","Wangag",2016-06-05 06:07:00,3,2016,6,5,6,7,10.869048787275,124.7163290181,"L5292","APCL16_600","Wangag",2016-06-05 06:07:00,3,2016,6,5,6,7,10.869048787275,124.7163290181
2232,"M0066","PRJNA563695","SAMN12686619","SRR10061587","Sofia Beskid","Michelle Stuart","APCL12_256_L2436","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795552","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2436","APCL12_256","Wangag",2012-05-14 01:45:00,1,2012,5,14,1,45,10.87142,124.71394275,"L2436","APCL12_256","Wangag",2012-05-14 01:45:00,1,2012,5,14,1,45,10.87142,124.71394275
2233,"M0066","PRJNA563695","SAMN12742664","SRR10114524","Sofia Beskid","Michelle Stuart","APCL15_375443_L2835","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844051","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2835","APCL15_375443","Palanas",2015-05-29 07:52:00,3,2015,5,29,7,52,10.873569629625,124.711171633125,"L2835","APCL15_375443","Palanas",2015-05-29 07:52:00,3,2015,5,29,7,52,10.873569629625,124.711171633125
2234,"M0066","PRJNA563695","SAMN12746773","SRR10118030","Sofia Beskid","Michelle Stuart","APCL18_549_L4048","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847643","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4048","APCL18_549","S. Magbangon",2018-03-24 06:43:00,5,2018,3,24,6,43,10.856175126975,124.725735420375,"L4048","APCL18_549","S. Magbangon",2018-03-24 06:43:00,5,2018,3,24,6,43,10.856175126975,124.725735420375
2235,"M0066","PRJNA563695","SAMN12743399","SRR10115062","Sofia Beskid","Michelle Stuart","APCL18_386_L3933","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844848","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3933","APCL18_386","Sitio Baybayon",2018-03-18 03:29:00,4,2018,3,18,3,29,10.6326936465,124.776732679467,"L3933","APCL18_386","Sitio Baybayon",2018-03-18 03:29:00,4,2018,3,18,3,29,10.6326936465,124.776732679467
2236,"M0066","PRJNA563695","SAMN12686114","SRR10061852","Sofia Beskid","Michelle Stuart","APCL13_581_L0876","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795959","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0876","APCL13_581","Sitio Baybayon",2013-06-03 05:59:00,1,2013,6,3,5,59,10.6340075,124.776683,"L0876","APCL13_581","Sitio Baybayon",2013-06-03 05:59:00,1,2013,6,3,5,59,10.6340075,124.776683
2237,"M0066","PRJNA563695","SAMN12686570","SRR10061642","Sofia Beskid","Michelle Stuart","APCL12_151_L2377","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795497","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2377","APCL12_151","S. Magbangon",2012-05-10 03:37:00,1,2012,5,10,3,37,10.85770175,124.72453875,"L2377","APCL12_151","S. Magbangon",2012-05-10 03:37:00,1,2012,5,10,3,37,10.85770175,124.72453875
2238,"M0066","PRJNA563695","SAMN12686701","SRR10061497","Sofia Beskid","Michelle Stuart","APCL12_145_L2567","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795642","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2567","APCL12_145","S. Magbangon",2012-05-10 03:15:00,1,2012,5,10,3,15,10.8572275,124.7249385,"L2567","APCL12_145","S. Magbangon",2012-05-10 03:15:00,1,2012,5,10,3,15,10.8572275,124.7249385
2239,"M0066","PRJNA563695","SAMN12742694","SRR10114491","Sofia Beskid","Michelle Stuart","APCL15_355908_L2867","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844084","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2867","APCL15_355908","Sitio Baybayon",2015-06-14 03:21:00,3,2015,6,14,3,21,10.634243600075,124.77680220735,"L2867","APCL15_355908","Sitio Baybayon",2015-06-14 03:21:00,3,2015,6,14,3,21,10.634243600075,124.77680220735
2240,"M0066","PRJNA563695","SAMN12686259","SRR10062355","Sofia Beskid","Michelle Stuart","APCL13_131_L1092","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796119","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1092","APCL13_131","Elementary School",2013-05-25 08:15:30,1,2013,5,25,8,15,10.79891075,124.76868425,"L1092","APCL13_131","Elementary School",2013-05-25 08:15:30,1,2013,5,25,8,15,10.79891075,124.76868425
2241,"M0066","PRJNA563695","SAMN12686409","SRR10062188","Sofia Beskid","Michelle Stuart","APCL12_037_L1734","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796286","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1734","APCL12_037","Palanas",2012-05-08 02:30:00,1,2012,5,8,2,30,10.87344675,124.712272,"L1734","APCL12_037","Palanas",2012-05-08 02:30:00,1,2012,5,8,2,30,10.87344675,124.712272
2242,"M0066","PRJNA563695","SAMN12743134","SRR10115285","Sofia Beskid","Michelle Stuart","APCL16_053_L3615","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844625","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3615","APCL16_053","Palanas",2016-05-13 04:10:00,3,2016,5,13,4,10,10.87391687095,124.710575176875,"L3615","APCL16_053","Palanas",2016-05-13 04:10:00,3,2016,5,13,4,10,10.87391687095,124.710575176875
2243,"M0066","PRJNA563695","SAMN12743387","SRR10115076","Sofia Beskid","Michelle Stuart","APCL18_364_L3920","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844834","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3920","APCL18_364","Palanas",2018-03-17 03:34:00,4,2018,3,17,3,34,10.8742533205,124.711012355975,"L3920","APCL18_364","Palanas",2018-03-17 03:34:00,4,2018,3,17,3,34,10.8742533205,124.711012355975
2244,"M0066","PRJNA563695","SAMN12747330","SRR10118711","Sofia Beskid","Michelle Stuart","APCL16_648_L5335","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848181","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5335","APCL16_648","N. Magbangon",2016-06-06 04:55:00,4,2016,6,6,4,55,10.860984746825,124.7219708981,"L5335","APCL16_648","N. Magbangon",2016-06-06 04:55:00,4,2016,6,6,4,55,10.860984746825,124.7219708981
2245,"M0066","PRJNA563695","SAMN12685735","SRR10061964","Sofia Beskid","Michelle Stuart","APCL13_256_L0289","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795847","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0289","APCL13_256","Wangag",2013-05-28 01:12:00,1,2013,5,28,1,12,10.8670515,124.7175715,"L0289","APCL13_256","Wangag",2013-05-28 01:12:00,1,2013,5,28,1,12,10.8670515,124.7175715
2246,"M0066","PRJNA563695","SAMN12742671","SRR10114516","Sofia Beskid","Michelle Stuart","APCL15_356406_L2842","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844059","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2842","APCL15_356406","Sitio Baybayon",2015-06-14 02:14:00,3,2015,6,14,2,14,10.634074055125,124.776493439,"L2842","APCL15_356406","Sitio Baybayon",2015-06-14 02:14:00,3,2015,6,14,2,14,10.634074055125,124.776493439
2247,"M0066","PRJNA563695","SAMN12747132","SRR10118384","Sofia Beskid","Michelle Stuart","APCL16_391_L5125","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847961","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5125","APCL16_391","N. Magbangon",2016-05-31 01:59:00,3,2016,5,31,1,59,10.861642810075,124.721386218475,"L5125","APCL16_391","N. Magbangon",2016-05-31 01:59:00,3,2016,5,31,1,59,10.861642810075,124.721386218475
2248,"M0066","PRJNA563695","SAMN12747092","SRR10118428","Sofia Beskid","Michelle Stuart","APCL15_371140_L5080","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847917","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5080","APCL15_371140","San Agustin",2015-06-07 06:35:00,3,2015,6,7,6,35,10.768618604625,124.783899332425,"L5080","APCL15_371140","San Agustin",2015-06-07 06:35:00,3,2015,6,7,6,35,10.768618604625,124.783899332425
2249,"M0066","PRJNA563695","SAMN12742857","SRR10114982","Sofia Beskid","Michelle Stuart","APCL15_372347_L3079","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844265","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3079","APCL15_372347","Tamakin Dacot",2015-06-09 02:43:00,3,2015,6,9,2,43,10.653845120675,124.78390222415,"L3079","APCL15_372347","Tamakin Dacot",2015-06-09 02:43:00,3,2015,6,9,2,43,10.653845120675,124.78390222415
2250,"M0066","PRJNA563695","SAMN12746726","SRR10118082","Sofia Beskid","Michelle Stuart","APCL18_494_L4001","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847591","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4001","APCL18_494","Wangag",2018-03-21 03:55:00,4,2018,3,21,3,55,10.8693326195,124.71640977775,"L4001","APCL18_494","Wangag",2018-03-21 03:55:00,4,2018,3,21,3,55,10.8693326195,124.71640977775
2251,"M0066","PRJNA563695","SAMN12747460","SRR10118584","Sofia Beskid","Michelle Stuart","APCL17_343_L5481","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848308","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5481","APCL17_343","Wangag",2017-05-30 05:24:53,5,2017,5,30,5,24,10.86974804755,124.71587689825,"L5481","APCL17_343","Wangag",2017-05-30 05:24:53,5,2017,5,30,5,24,10.86974804755,124.71587689825
2252,"M0066","PRJNA563695","SAMN12686324","SRR10062282","Sofia Beskid","Michelle Stuart","APCL13_602_L1225","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796192","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1225","APCL13_602","Sitio Baybayon",2013-06-03 07:34:00,1,2013,6,3,7,34,10.6341785,124.776735,"L1225","APCL13_602","Sitio Baybayon",2013-06-03 07:34:00,1,2013,6,3,7,34,10.6341785,124.776735
